Entity,Code,Year,Oil production (TWh)
Central and South America,,1920,11.537
Central and South America,,1921,15.921
Central and South America,,1922,21.923
Central and South America,,1923,27.959
Central and South America,,1924,43.31
Central and South America,,1925,67.396
Central and South America,,1926,109.217
Central and South America,,1927,166.856
Central and South America,,1928,260.105
Central and South America,,1929,317.569
Central and South America,,1930,318.139
Central and South America,,1931,282.563
Central and South America,,1932,281.086
Central and South America,,1933,283.586
Central and South America,,1934,330.443
Central and South America,,1935,355.82
Central and South America,,1936,374.579
Central and South America,,1937,438.696
Central and South America,,1938,447.488
Central and South America,,1939,482.517
Central and South America,,1940,454.838
Central and South America,,1941,519.85
Central and South America,,1942,369.381
Central and South America,,1943,427.775
Central and South America,,1944,570.824
Central and South America,,1945,675.296
Central and South America,,1946,776.059
Central and South America,,1947,860.318
Central and South America,,1948,954.312
Central and South America,,1949,946.753
Central and South America,,1950,1064.262
Central and South America,,1951,1205.683
Central and South America,,1952,1274.021
Central and South America,,1953,1252.913
Central and South America,,1954,1342.115
Central and South America,,1955,1514.146
Central and South America,,1956,1723.521
Central and South America,,1957,1944.817
Central and South America,,1958,1848.776
Central and South America,,1959,1992.849
Central and South America,,1960,2096.879
Central and South America,,1961,2177.277
Central and South America,,1962,2375.534
Central and South America,,1963,2423.659
Central and South America,,1964,2534.784
Central and South America,,1965,2596.458
Central and South America,,1966,2559.742
Central and South America,,1967,2730.249
Central and South America,,1968,2798.727
Central and South America,,1969,2801.006
Central and South America,,1970,2876.718
Central and South America,,1971,2790.539
Central and South America,,1972,2638.547
Central and South America,,1973,2809.043
Central and South America,,1974,2563.859
Central and South America,,1975,2159.251
Central and South America,,1976,2139.759
Central and South America,,1977,2122.721
Central and South America,,1978,2134.328
Central and South America,,1979,2289.018
Central and South America,,1980,2432.724
Central and South America,,1981,2427.483
Central and South America,,1982,2298.485
Central and South America,,1983,2276.64
Central and South America,,1984,2393.138
Central and South America,,1985,2383.808
Central and South America,,1986,2542.264
Central and South America,,1987,2472.959
Central and South America,,1988,2643.612
Central and South America,,1989,2666.875
Central and South America,,1990,2880.996
Central and South America,,1991,3027.171
Central and South America,,1992,3092.119
Central and South America,,1993,3227.887
Central and South America,,1994,3394.61
Central and South America,,1995,3670.563
Central and South America,,1996,3920.953
Central and South America,,1997,4213.991
Central and South America,,1998,4284.723
Central and South America,,1999,4199.025
Central and South America,,2000,4417.65
Central and South America,,2001,4336.938
Central and South America,,2002,4128.68
Central and South America,,2003,3963.396
Central and South America,,2004,4160.643
Central and South America,,2005,4272.962
Central and South America,,2006,4286.396
Central and South America,,2007,4253.042
Central and South America,,2008,4351.33
Central and South America,,2009,4465.779
Central and South America,,2010,4527.63
Central and South America,,2011,4679.559
Central and South America,,2012,4652.111
Central and South America,,2013,4669.537
Central and South America,,2014,4824.285
Central and South America,,2015,4886.544
Central and South America,,2016,4699.332
Chad,TCD,1999,0
Chad,TCD,2003,14.368
Chad,TCD,2004,102.579
Chad,TCD,2005,105.753
Chad,TCD,2006,93.39
Chad,TCD,2007,87.543
Chad,TCD,2008,77.686
Chad,TCD,2009,71.839
Chad,TCD,2010,74.345
Chad,TCD,2011,69.333
Chad,TCD,2012,61.648
Chad,TCD,2013,55.269
Chad,TCD,2014,54.152
Chad,TCD,2015,67.452
Chad,TCD,2016,71.246
Chad,TCD,2017,60.011
Chad,TCD,2018,70.434
Chad,TCD,2019,77.369
Chile,CHL,1900,0
Chile,CHL,1901,0
Chile,CHL,1902,0
Chile,CHL,1903,0
Chile,CHL,1904,0
Chile,CHL,1905,0
Chile,CHL,1906,0
Chile,CHL,1907,0
Chile,CHL,1908,0
Chile,CHL,1909,0
Chile,CHL,1910,0
Chile,CHL,1911,0
Chile,CHL,1912,0
Chile,CHL,1913,0
Chile,CHL,1914,0
Chile,CHL,1915,0
Chile,CHL,1916,0
Chile,CHL,1917,0
Chile,CHL,1918,0
Chile,CHL,1919,0
Chile,CHL,1920,0
Chile,CHL,1921,0
Chile,CHL,1922,0
Chile,CHL,1923,0
Chile,CHL,1924,0
Chile,CHL,1925,0
Chile,CHL,1926,0
Chile,CHL,1927,0
Chile,CHL,1928,0
Chile,CHL,1929,0
Chile,CHL,1930,0
Chile,CHL,1931,0
Chile,CHL,1932,0
Chile,CHL,1933,0
Chile,CHL,1934,0
Chile,CHL,1935,0
Chile,CHL,1936,0
Chile,CHL,1937,0
Chile,CHL,1938,0
Chile,CHL,1939,0
Chile,CHL,1940,0
Chile,CHL,1941,0
Chile,CHL,1942,0
Chile,CHL,1943,0
Chile,CHL,1944,0
Chile,CHL,1945,0
Chile,CHL,1946,0
Chile,CHL,1947,0
Chile,CHL,1948,0
Chile,CHL,1949,0.081
Chile,CHL,1950,0.954
Chile,CHL,1951,1.151
Chile,CHL,1952,1.384
Chile,CHL,1953,1.907
Chile,CHL,1954,2.628
Chile,CHL,1955,3.908
Chile,CHL,1956,5.373
Chile,CHL,1957,6.571
Chile,CHL,1958,8.443
Chile,CHL,1959,9.746
Chile,CHL,1960,10.967
Chile,CHL,1961,14.049
Chile,CHL,1962,17.724
Chile,CHL,1963,20.027
Chile,CHL,1964,20.748
China,CHN,1900,0
China,CHN,1901,0
China,CHN,1902,0
China,CHN,1903,0
China,CHN,1904,0
China,CHN,1905,0
China,CHN,1906,0
China,CHN,1907,0
China,CHN,1908,0
China,CHN,1909,0
China,CHN,1910,0
China,CHN,1911,0
China,CHN,1912,0
China,CHN,1913,0
China,CHN,1914,0
China,CHN,1915,0
China,CHN,1916,0
China,CHN,1917,0
China,CHN,1918,0
China,CHN,1919,0
China,CHN,1920,0
China,CHN,1921,0
China,CHN,1922,0
China,CHN,1923,0
China,CHN,1924,0
China,CHN,1925,0
China,CHN,1926,0.023
China,CHN,1927,0.035
China,CHN,1928,0.035
China,CHN,1929,0.047
China,CHN,1930,0.582
China,CHN,1931,0.709
China,CHN,1932,0.814
China,CHN,1933,1.012
China,CHN,1934,1.07
China,CHN,1935,1.64
China,CHN,1936,1.931
China,CHN,1937,2.256
China,CHN,1938,3.163
China,CHN,1939,4.466
China,CHN,1940,6.804
China,CHN,1941,7.711
China,CHN,1942,9.502
China,CHN,1943,3.617
China,CHN,1944,2.338
China,CHN,1945,2.035
China,CHN,1946,0.814
China,CHN,1947,0.605
China,CHN,1948,0.849
China,CHN,1949,1.372
China,CHN,1950,2.349
China,CHN,1951,3.559
China,CHN,1952,5.071
China,CHN,1953,7.234
China,CHN,1954,9.176
China,CHN,1955,11.235
China,CHN,1956,13.526
China,CHN,1957,16.98
China,CHN,1958,26.33
China,CHN,1959,43.031
China,CHN,1960,63.965
China,CHN,1961,72.106
China,CHN,1962,79.084
China,CHN,1963,87.225
China,CHN,1964,98.855
China,CHN,1965,131.322
China,CHN,1966,168.942
China,CHN,1967,161.162
China,CHN,1968,185.662
China,CHN,1969,252.426
China,CHN,1970,355.881
China,CHN,1971,457.594
China,CHN,1972,530.28
China,CHN,1973,622.472
China,CHN,1974,752.981
China,CHN,1975,894.753
China,CHN,1976,1012.025
China,CHN,1977,1087.265
China,CHN,1978,1208.137
China,CHN,1979,1232.52
China,CHN,1980,1230.198
China,CHN,1981,1175.278
China,CHN,1982,1185.728
China,CHN,1983,1231.592
China,CHN,1984,1330.751
China,CHN,1985,1450.229
China,CHN,1986,1517.457
China,CHN,1987,1557.516
China,CHN,1988,1591.304
China,CHN,1989,1598.155
China,CHN,1990,1605.934
China,CHN,1991,1637.052
China,CHN,1992,1649.244
China,CHN,1993,1672.35
China,CHN,1994,1696.152
China,CHN,1995,1730.289
China,CHN,1996,1840.595
China,CHN,1997,1859.289
China,CHN,1998,1859.869
China,CHN,1999,1860.334
China,CHN,2000,1888.2
China,CHN,2001,1913.861
China,CHN,2002,1937.501
China,CHN,2003,1969.072
China,CHN,2004,2020.927
China,CHN,2005,2105.71
China,CHN,2006,2145.337
China,CHN,2007,2163.363
China,CHN,2008,2211.217
China,CHN,2009,2200.191
China,CHN,2010,2357.22
China,CHN,2011,2355.612
China,CHN,2012,2409.052
China,CHN,2013,2437.863
China,CHN,2014,2454.928
China,CHN,2015,2491.282
China,CHN,2016,2318.567
China,CHN,2017,2223.599
China,CHN,2018,2195.733
China,CHN,2019,2217.887
Colombia,COL,1900,0
Colombia,COL,1901,0
Colombia,COL,1902,0
Colombia,COL,1903,0
Colombia,COL,1904,0
Colombia,COL,1905,0
Colombia,COL,1906,0
Colombia,COL,1907,0
Colombia,COL,1908,0
Colombia,COL,1909,0
Colombia,COL,1910,0
Colombia,COL,1911,0
Colombia,COL,1912,0
Colombia,COL,1913,0
Colombia,COL,1914,0
Colombia,COL,1915,0
Colombia,COL,1916,0
Colombia,COL,1917,0
Colombia,COL,1918,0
Colombia,COL,1919,0
Colombia,COL,1920,0
Colombia,COL,1921,0.116
Colombia,COL,1922,0.535
Colombia,COL,1923,0.709
Colombia,COL,1924,0.744
Colombia,COL,1925,1.675
Colombia,COL,1926,10.7
Colombia,COL,1927,24.935
Colombia,COL,1928,33.041
Colombia,COL,1929,33.855
Colombia,COL,1930,32.355
Colombia,COL,1931,28.889
Colombia,COL,1932,26.016
Colombia,COL,1933,20.841
Colombia,COL,1934,27.47
Colombia,COL,1935,27.935
Colombia,COL,1936,29.959
Colombia,COL,1937,32.645
Colombia,COL,1938,34.704
Colombia,COL,1939,38.379
Colombia,COL,1940,41.112
Colombia,COL,1941,39.635
Colombia,COL,1942,17.038
Colombia,COL,1943,21.55
Colombia,COL,1944,36.437
Colombia,COL,1945,36.716
Colombia,COL,1946,36.076
Colombia,COL,1947,40.182
Colombia,COL,1948,38.274
Colombia,COL,1949,47.811
Colombia,COL,1950,54.789
Colombia,COL,1951,61.767
Colombia,COL,1952,62.255
Colombia,COL,1953,63.43
Colombia,COL,1954,64.314
Colombia,COL,1955,63.884
Colombia,COL,1956,70.99
Colombia,COL,1957,73.583
Colombia,COL,1958,73.758
Colombia,COL,1959,84.445
Colombia,COL,1960,88.202
Colombia,COL,1961,84.178
Colombia,COL,1962,82.096
Colombia,COL,1963,95.692
Colombia,COL,1964,99.983
Colombia,COL,1965,123.711
Colombia,COL,1966,121.265
Colombia,COL,1967,116.984
Colombia,COL,1968,107.493
Colombia,COL,1969,130.438
Colombia,COL,1970,136.546
Colombia,COL,1971,135.569
Colombia,COL,1972,122.816
Colombia,COL,1973,115.507
Colombia,COL,1974,105.357
Colombia,COL,1975,98.688
Colombia,COL,1976,92.213
Colombia,COL,1977,86.703
Colombia,COL,1978,82.422
Colombia,COL,1979,77.53
Colombia,COL,1980,78.969
Colombia,COL,1981,84.257
Colombia,COL,1982,88.784
Colombia,COL,1983,95.265
Colombia,COL,1984,104.724
Colombia,COL,1985,110.554
Colombia,COL,1986,186.386
Colombia,COL,1987,236.414
Colombia,COL,1988,232.156
Colombia,COL,1989,248.034
Colombia,COL,1990,271.392
Colombia,COL,1991,262.158
Colombia,COL,1992,270.177
Colombia,COL,1993,279.035
Colombia,COL,1994,280.071
Colombia,COL,1995,360.126
Colombia,COL,1996,387.354
Colombia,COL,1997,404.505
Colombia,COL,1998,469.192
Colombia,COL,1999,507.474
Colombia,COL,2000,421.288
Colombia,COL,2001,369.378
Colombia,COL,2002,353.477
Colombia,COL,2003,330.85
Colombia,COL,2004,323.962
Colombia,COL,2005,321.776
Colombia,COL,2006,322.538
Colombia,COL,2007,324.792
Colombia,COL,2008,360.369
Colombia,COL,2009,410.109
Colombia,COL,2010,480.597
Colombia,COL,2011,559.732
Colombia,COL,2012,578.96
Colombia,COL,2013,617.59
Colombia,COL,2014,605.669
Colombia,COL,2015,614.962
Colombia,COL,2016,543.258
Colombia,COL,2017,522.29
Colombia,COL,2018,529.287
Colombia,COL,2019,541.731
Congo,COG,1900,0
Congo,COG,1901,0
Congo,COG,1902,0
Congo,COG,1903,0
Congo,COG,1904,0
Congo,COG,1905,0
Congo,COG,1906,0
Congo,COG,1907,0
Congo,COG,1908,0
Congo,COG,1909,0
Congo,COG,1910,0
Congo,COG,1911,0
Congo,COG,1912,0
Congo,COG,1913,0
Congo,COG,1914,0
Congo,COG,1915,0
Congo,COG,1916,0
Congo,COG,1917,0
Congo,COG,1918,0
Congo,COG,1919,0
Congo,COG,1920,0
Congo,COG,1921,0
Congo,COG,1922,0
Congo,COG,1923,0
Congo,COG,1924,0
Congo,COG,1925,0
Congo,COG,1926,0
Congo,COG,1927,0
Congo,COG,1928,0
Congo,COG,1929,0
Congo,COG,1930,0
Congo,COG,1931,0
Congo,COG,1932,0
Congo,COG,1933,0
Congo,COG,1934,0
Congo,COG,1935,0
Congo,COG,1936,0
Congo,COG,1937,0
Congo,COG,1938,0
Congo,COG,1939,0
Congo,COG,1940,0
Congo,COG,1941,0
Congo,COG,1942,0
Congo,COG,1943,0
Congo,COG,1944,0
Congo,COG,1945,0
Congo,COG,1946,0
Congo,COG,1947,0
Congo,COG,1948,0
Congo,COG,1949,0
Congo,COG,1950,0
Congo,COG,1951,0
Congo,COG,1952,0
Congo,COG,1953,0
Congo,COG,1954,0
Congo,COG,1955,0
Congo,COG,1956,0
Congo,COG,1957,0
Congo,COG,1958,0
Congo,COG,1959,0
Congo,COG,1960,0.605
Congo,COG,1961,1.198
Congo,COG,1962,1.43
Congo,COG,1963,1.268
Congo,COG,1964,0.965
Congo,COG,1965,0.824
Congo,COG,1966,0.72
Congo,COG,1967,0.581
Congo,COG,1968,0.499
Congo,COG,1969,0.279
Congo,COG,1970,0.221
Congo,COG,1971,0.163
Congo,COG,1972,3.901
Congo,COG,1973,24.279
Congo,COG,1974,28.505
Congo,COG,1975,20.772
Congo,COG,1976,24.383
Congo,COG,1977,19.031
Congo,COG,1978,28.215
Congo,COG,1979,32.07
Congo,COG,1980,36.784
Congo,COG,1981,47.617
Congo,COG,1982,52.865
Congo,COG,1983,62.294
Congo,COG,1984,69.957
Congo,COG,1985,68.935
Congo,COG,1986,69.098
Congo,COG,1987,73.347
Congo,COG,1988,81.719
Congo,COG,1989,92.448
Congo,COG,1990,93.226
Congo,COG,1991,93.516
Congo,COG,1992,100.297
Congo,COG,1993,110.747
Congo,COG,1994,111.026
Congo,COG,1995,107.6
Congo,COG,1996,120.28
Congo,COG,1997,134.526
Congo,COG,1998,157.9
Congo,COG,1999,159.386
Congo,COG,2000,156.958
Congo,COG,2001,145.653
Congo,COG,2002,139.9
Congo,COG,2003,127.796
Congo,COG,2004,133.182
Congo,COG,2005,145.921
Congo,COG,2006,164.871
Congo,COG,2007,133.343
Congo,COG,2008,141.63
Congo,COG,2009,163.632
Congo,COG,2010,186.263
Congo,COG,2011,177.863
Congo,COG,2012,165.358
Congo,COG,2013,143.09
Congo,COG,2014,149.684
Congo,COG,2015,138.564
Congo,COG,2016,138.033
Congo,COG,2017,160.236
Congo,COG,2018,196.592
Congo,COG,2019,201.7
Cuba,CUB,1900,0
Cuba,CUB,1901,0
Cuba,CUB,1902,0
Cuba,CUB,1903,0
Cuba,CUB,1904,0
Cuba,CUB,1905,0
Cuba,CUB,1906,0
Cuba,CUB,1907,0
Cuba,CUB,1908,0
Cuba,CUB,1909,0
Cuba,CUB,1910,0
Cuba,CUB,1911,0
Cuba,CUB,1912,0
Cuba,CUB,1913,0
Cuba,CUB,1914,0
Cuba,CUB,1915,0
Cuba,CUB,1916,0
Cuba,CUB,1917,0
Cuba,CUB,1918,0
Cuba,CUB,1919,0
Cuba,CUB,1920,0
Cuba,CUB,1921,0
Cuba,CUB,1922,0
Cuba,CUB,1923,0
Cuba,CUB,1924,0
Cuba,CUB,1925,0
Cuba,CUB,1926,0
Cuba,CUB,1927,0
Cuba,CUB,1928,0
Cuba,CUB,1929,0
Cuba,CUB,1930,0
Cuba,CUB,1931,0
Cuba,CUB,1932,0
Cuba,CUB,1933,0
Cuba,CUB,1934,0
Cuba,CUB,1935,0
Cuba,CUB,1936,0
Cuba,CUB,1937,0
Cuba,CUB,1938,0
Cuba,CUB,1939,0
Cuba,CUB,1940,0
Cuba,CUB,1941,0
Cuba,CUB,1942,0
Cuba,CUB,1943,0
Cuba,CUB,1944,0
Cuba,CUB,1945,0
Cuba,CUB,1946,0.14
Cuba,CUB,1947,0.198
Cuba,CUB,1948,0.151
Cuba,CUB,1949,0.105
Cuba,CUB,1950,0.174
Cuba,CUB,1951,0.151
Cuba,CUB,1952,0.174
Cuba,CUB,1953,0.244
Cuba,CUB,1954,0.163
Cuba,CUB,1955,0.593
Cuba,CUB,1956,0.826
Cuba,CUB,1957,0.663
Cuba,CUB,1958,0.535
Cuba,CUB,1959,0.302
Cuba,CUB,1960,0.163
Cuba,CUB,1961,0.116
Cuba,CUB,1962,0.14
Cuba,CUB,1963,0.361
Cuba,CUB,1964,0.43
Cuba,CUB,1965,0.663
Cuba,CUB,1966,0.802
Cuba,CUB,1967,1.349
Cuba,CUB,1968,2.303
Cuba,CUB,1969,2.396
Cuba,CUB,1970,1.849
Cuba,CUB,1971,1.396
Cuba,CUB,1972,1.303
Cuba,CUB,1973,1.605
Cuba,CUB,1974,1.954
Cuba,CUB,1975,2.628
Cuba,CUB,1976,2.733
Cuba,CUB,1977,2.977
Cuba,CUB,1978,2.791
Cuba,CUB,1979,2.791
Cuba,CUB,1980,3.899
Cuba,CUB,1981,5.943
Cuba,CUB,1982,7.313
Cuba,CUB,1983,8.683
Cuba,CUB,1984,10.762
Cuba,CUB,1985,12.566
Cuba,CUB,1986,13.252
Cuba,CUB,1987,13.252
Cuba,CUB,1988,11.228
Cuba,CUB,1989,11.197
Cuba,CUB,1990,10.513
Cuba,CUB,1991,10.513
Cuba,CUB,1992,11.914
Cuba,CUB,1993,14.62
Cuba,CUB,1994,17.358
Denmark,DNK,1900,0
Denmark,DNK,1901,0
Denmark,DNK,1902,0
Denmark,DNK,1903,0
Denmark,DNK,1904,0
Denmark,DNK,1905,0
Denmark,DNK,1906,0
Denmark,DNK,1907,0
Denmark,DNK,1908,0
Denmark,DNK,1909,0
Denmark,DNK,1910,0
Denmark,DNK,1911,0
Denmark,DNK,1912,0
Denmark,DNK,1913,0
Denmark,DNK,1914,0
Denmark,DNK,1915,0
Denmark,DNK,1916,0
Denmark,DNK,1917,0
Denmark,DNK,1918,0
Denmark,DNK,1919,0
Denmark,DNK,1920,0
Denmark,DNK,1921,0
Denmark,DNK,1922,0
Denmark,DNK,1923,0
Denmark,DNK,1924,0
Denmark,DNK,1925,0
Denmark,DNK,1926,0
Denmark,DNK,1927,0
Denmark,DNK,1928,0
Denmark,DNK,1929,0
Denmark,DNK,1930,0
Denmark,DNK,1931,0
Denmark,DNK,1932,0
Denmark,DNK,1933,0
Denmark,DNK,1934,0
Denmark,DNK,1935,0
Denmark,DNK,1936,0
Denmark,DNK,1937,0
Denmark,DNK,1938,0
Denmark,DNK,1939,0
Denmark,DNK,1940,0
Denmark,DNK,1941,0
Denmark,DNK,1942,0
Denmark,DNK,1943,0
Denmark,DNK,1944,0
Denmark,DNK,1945,0
Denmark,DNK,1946,0
Denmark,DNK,1947,0
Denmark,DNK,1948,0
Denmark,DNK,1949,0
Denmark,DNK,1950,0
Denmark,DNK,1951,0
Denmark,DNK,1952,0
Denmark,DNK,1953,0
Denmark,DNK,1954,0
Denmark,DNK,1955,0
Denmark,DNK,1956,0
Denmark,DNK,1957,0
Denmark,DNK,1958,0
Denmark,DNK,1959,0
Denmark,DNK,1960,0
Denmark,DNK,1961,0
Denmark,DNK,1962,0
Denmark,DNK,1963,0
Denmark,DNK,1964,0
Denmark,DNK,1972,1.135
Denmark,DNK,1973,1.697
Denmark,DNK,1974,1.132
Denmark,DNK,1975,1.697
Denmark,DNK,1976,2.27
Denmark,DNK,1977,5.658
Denmark,DNK,1978,4.527
Denmark,DNK,1979,4.527
Denmark,DNK,1980,3.404
Denmark,DNK,1981,8.487
Denmark,DNK,1982,19.238
Denmark,DNK,1983,24.331
Denmark,DNK,1984,26.667
Denmark,DNK,1985,33.95
Denmark,DNK,1986,41.871
Denmark,DNK,1987,52.622
Denmark,DNK,1988,54.468
Denmark,DNK,1989,63.373
Denmark,DNK,1990,68.465
Denmark,DNK,1991,80.348
Denmark,DNK,1992,89.079
Denmark,DNK,1993,95.059
Denmark,DNK,1994,104.678
Denmark,DNK,1995,105.244
Denmark,DNK,1996,118.015
Denmark,DNK,1997,130.141
Denmark,DNK,1998,134.667
Denmark,DNK,1999,169.183
Denmark,DNK,2000,205.959
Denmark,DNK,2001,196.908
Denmark,DNK,2002,209.923
Denmark,DNK,2003,208.225
Denmark,DNK,2004,221.278
Denmark,DNK,2005,215.001
Denmark,DNK,2006,195.516
Denmark,DNK,2007,176.127
Denmark,DNK,2008,162.967
Denmark,DNK,2009,149.817
Denmark,DNK,2010,141.151
Denmark,DNK,2011,127.033
Denmark,DNK,2012,115.879
Denmark,DNK,2013,100.818
Denmark,DNK,2014,94.403
Denmark,DNK,2015,89.287
Denmark,DNK,2016,80.4
Denmark,DNK,2017,78.224
Denmark,DNK,2018,65.566
Denmark,DNK,2019,58.256
Dominican Republic,DOM,1980,0
Dominican Republic,DOM,1981,0
Dominican Republic,DOM,1982,0
Dominican Republic,DOM,1983,0
Dominican Republic,DOM,1984,0
Dominican Republic,DOM,1985,0
Dominican Republic,DOM,1986,0
Dominican Republic,DOM,1987,0
Dominican Republic,DOM,1988,0
Dominican Republic,DOM,1989,0
Dominican Republic,DOM,1990,0
Dominican Republic,DOM,1991,0
Dominican Republic,DOM,1992,0
Dominican Republic,DOM,1993,0
Dominican Republic,DOM,1994,0
Dominican Republic,DOM,1995,0
Dominican Republic,DOM,1996,0
Dominican Republic,DOM,1997,0
Dominican Republic,DOM,1998,0
Dominican Republic,DOM,1999,0
Dominican Republic,DOM,2000,0
Dominican Republic,DOM,2001,0
Dominican Republic,DOM,2002,0
Dominican Republic,DOM,2003,0
Dominican Republic,DOM,2004,0
Dominican Republic,DOM,2005,0
Dominican Republic,DOM,2006,0
Dominican Republic,DOM,2007,0
Dominican Republic,DOM,2008,0
Dominican Republic,DOM,2009,0
Dominican Republic,DOM,2010,0
Dominican Republic,DOM,2011,0
Dominican Republic,DOM,2012,0
Dominican Republic,DOM,2013,0
Dominican Republic,DOM,2014,0
Dominican Republic,DOM,2015,0
Dominican Republic,DOM,2016,0
EU-28,,1900,7.548
EU-28,,1901,8.746
EU-28,,1902,10.502
EU-28,,1903,13.421
EU-28,,1904,16.887
EU-28,,1905,18.224
EU-28,,1906,20.934
EU-28,,1907,27.807
EU-28,,1908,34.995
EU-28,,1909,41.752
EU-28,,1910,37.739
EU-28,,1911,37.6
EU-28,,1912,37.088
EU-28,,1913,36.611
EU-28,,1914,32.657
EU-28,,1915,28.61
EU-28,,1916,22.109
EU-28,,1917,19.038
EU-28,,1918,21.364
EU-28,,1919,20.678
EU-28,,1920,22.899
EU-28,,1921,22.923
EU-28,,1922,25.609
EU-28,,1923,27.621
EU-28,,1924,32.203
EU-28,,1925,38.158
EU-28,,1926,48.927
EU-28,,1927,53.126
EU-28,,1928,60.441
EU-28,,1929,66.245
EU-28,,1930,78.072
EU-28,,1931,89.621
EU-28,,1932,95.796
EU-28,,1933,96.227
EU-28,,1934,109.497
EU-28,,1935,109.52
EU-28,,1936,113.427
EU-28,,1937,95.61
EU-28,,1938,91.819
EU-28,,1939,91.633
EU-28,,1940,94.715
EU-28,,1941,90.388
EU-28,,1942,98.669
EU-28,,1943,99.937
EU-28,,1944,79.77
EU-28,,1945,75.514
EU-28,,1946,77.595
EU-28,,1947,73.444
EU-28,,1948,80.945
EU-28,,1949,94.017
EU-28,,1950,110.241
EU-28,,1951,135.49
EU-28,,1952,169.414
EU-28,,1953,196.675
EU-28,,1954,220.04
EU-28,,1955,250.941
EU-28,,1956,263.234
EU-28,,1957,278.155
EU-28,,1958,286.517
EU-28,,1959,299.275
EU-28,,1960,316.732
EU-28,,1961,331.118
EU-28,,1962,345.609
EU-28,,1963,362.856
EU-28,,1964,384.86
EU-28,,1965,390.454
EU-28,,1966,386.977
EU-28,,1967,388.524
EU-28,,1968,388.198
EU-28,,1969,380.836
EU-28,,1970,376.382
EU-28,,1971,366.904
EU-28,,1972,359.449
EU-28,,1973,358.821
EU-28,,1974,364.915
EU-28,,1975,369.16
EU-28,,1976,486.193
EU-28,,1977,777.489
EU-28,,1978,941.496
EU-28,,1979,1212.522
EU-28,,1980,1415.84
EU-28,,1981,1529.724
EU-28,,1982,1727.25
EU-28,,1983,1923.026
EU-28,,1984,2054.364
EU-28,,1985,2099.109
EU-28,,1986,2137.195
EU-28,,1987,2066.862
EU-28,,1988,1961.303
EU-28,,1989,1653.546
EU-28,,1990,1638.217
EU-28,,1991,1633.157
EU-28,,1992,1678.517
EU-28,,1993,1732.417
EU-28,,1994,2078.304
EU-28,,1995,2155.654
EU-28,,1996,2209.054
EU-28,,1997,2170.362
EU-28,,1998,2234.06
EU-28,,1999,2261.731
EU-28,,2000,2060.002
EU-28,,2001,2054.269
EU-28,,2002,2064.168
EU-28,,2003,1960.685
EU-28,,2004,1784.922
EU-28,,2005,1625.628
EU-28,,2006,1481.452
EU-28,,2007,1460.894
EU-28,,2008,1370.416
EU-28,,2009,1277.795
EU-28,,2010,1200.616
EU-28,,2011,1041.819
EU-28,,2012,933.456
EU-28,,2013,864.924
EU-28,,2014,856.176
EU-28,,2015,907.407
EU-28,,2016,902.452
Ecuador,ECU,1900,0
Ecuador,ECU,1901,0
Ecuador,ECU,1902,0
Ecuador,ECU,1903,0
Ecuador,ECU,1904,0
Ecuador,ECU,1905,0
Ecuador,ECU,1906,0
Ecuador,ECU,1907,0
Ecuador,ECU,1908,0
Ecuador,ECU,1909,0
Ecuador,ECU,1910,0
Ecuador,ECU,1911,0
Ecuador,ECU,1912,0
Ecuador,ECU,1913,0
Ecuador,ECU,1914,0
Ecuador,ECU,1915,0
Ecuador,ECU,1916,0
Ecuador,ECU,1917,0.093
Ecuador,ECU,1918,0.093
Ecuador,ECU,1919,0.093
Ecuador,ECU,1920,0.093
Ecuador,ECU,1921,0.093
Ecuador,ECU,1922,0.093
Ecuador,ECU,1923,0.14
Ecuador,ECU,1924,0.163
Ecuador,ECU,1925,0.267
Ecuador,ECU,1926,0.349
Ecuador,ECU,1927,0.884
Ecuador,ECU,1928,1.791
Ecuador,ECU,1929,2.279
Ecuador,ECU,1930,2.57
Ecuador,ECU,1931,2.908
Ecuador,ECU,1932,2.64
Ecuador,ECU,1933,2.675
Ecuador,ECU,1934,2.698
Ecuador,ECU,1935,2.849
Ecuador,ECU,1936,3.163
Ecuador,ECU,1937,3.315
Ecuador,ECU,1938,3.454
Ecuador,ECU,1939,3.547
Ecuador,ECU,1940,3.605
Ecuador,ECU,1941,2.384
Ecuador,ECU,1942,3.501
Ecuador,ECU,1943,3.547
Ecuador,ECU,1944,4.443
Ecuador,ECU,1945,4.012
Ecuador,ECU,1946,3.57
Ecuador,ECU,1947,3.617
Ecuador,ECU,1948,3.931
Ecuador,ECU,1949,3.931
Ecuador,ECU,1950,4.036
Ecuador,ECU,1951,4.152
Ecuador,ECU,1952,4.361
Ecuador,ECU,1953,4.547
Ecuador,ECU,1954,4.826
Ecuador,ECU,1955,5.42
Ecuador,ECU,1956,5.245
Ecuador,ECU,1957,4.896
Ecuador,ECU,1958,4.768
Ecuador,ECU,1959,4.233
Ecuador,ECU,1960,4.187
Ecuador,ECU,1961,4.489
Ecuador,ECU,1962,3.954
Ecuador,ECU,1963,3.78
Ecuador,ECU,1964,4.291
Ecuador,ECU,1965,4.979
Ecuador,ECU,1966,4.356
Ecuador,ECU,1967,3.734
Ecuador,ECU,1968,3.12
Ecuador,ECU,1969,2.489
Ecuador,ECU,1970,2.489
Ecuador,ECU,1971,2.489
Ecuador,ECU,1972,48.675
Ecuador,ECU,1973,130.067
Ecuador,ECU,1974,110.152
